XR,R,G,bestF,avgF
3,89,0,88,0.182
3,89,1,89,0.18199999999999986
3,89,2,89,0.18200000000000002
3,89,3,89,0.18200000000000016
3,89,4,89,0.18199999999999994
3,89,5,89,0.1819999999999999
3,89,6,90,0.182
3,89,7,90,0.18200000000000036
3,89,8,90,0.18199999999999988
3,89,9,90,0.182
3,89,10,90,0.18200000000000005
3,89,11,90,0.18199999999999994
3,89,12,90,0.18199999999999988
3,89,13,90,0.1820000000000002
3,89,14,90,0.18199999999999988
3,89,15,90,0.18200000000000022
3,89,16,90,0.182
3,89,17,90,0.18199999999999994
3,89,18,90,0.18199999999999997
3,89,19,90,0.182
3,89,20,90,0.18200000000000005
3,89,21,90,0.182
3,89,22,90,0.1820000000000004
3,89,23,90,0.18200000000000002
3,89,24,90,0.18199999999999997
3,89,25,90,0.18200000000000008
3,89,26,90,0.18200000000000022
3,89,27,90,0.1820000000000002
3,89,28,90,0.18200000000000005
3,89,29,90,0.18200000000000013
3,89,30,90,0.18199999999999977
3,89,31,90,0.18199999999999983
3,89,32,90,0.18199999999999988
3,89,33,90,0.18199999999999983
3,89,34,90,0.18199999999999988
3,89,35,90,0.18200000000000022
3,89,36,90,0.1820000000000002
3,89,37,90,0.18200000000000055
3,89,38,90,0.18200000000000008
3,89,39,90,0.18199999999999986
3,89,40,90,0.182
3,89,41,90,0.182
3,89,42,90,0.1819999999999999
3,89,43,90,0.18199999999999994
3,89,44,90,0.182
3,89,45,90,0.18200000000000036
3,89,46,90,0.182
3,89,47,90,0.1819999999999999
3,89,48,90,0.18200000000000013
3,89,49,90,0.1820000000000001
3,89,50,90,0.18200000000000005
3,89,51,90,0.1819999999999999
3,89,52,90,0.18200000000000047
3,89,53,90,0.18200000000000052
3,89,54,90,0.18200000000000013
3,89,55,90,0.18200000000000013
3,89,56,90,0.182
3,89,57,90,0.18200000000000036
3,89,58,90,0.182
3,89,59,90,0.18200000000000002
3,89,60,90,0.1819999999999999
3,89,61,90,0.18199999999999997
3,89,62,90,0.18200000000000013
3,89,63,90,0.18200000000000005
3,89,64,91,0.18200000000000005
3,90,0,88,0.1819999999999999
3,90,1,88,0.18199999999999988
3,90,2,89,0.18200000000000016
3,90,3,89,0.18200000000000002
3,90,4,90,0.18199999999999988
3,90,5,90,0.18200000000000013
3,90,6,90,0.18199999999999997
3,90,7,90,0.18200000000000005
3,90,8,90,0.182
3,90,9,91,0.18199999999999997
3,91,0,89,0.18200000000000013
3,91,1,89,0.182
3,91,2,88,0.18199999999999983
3,91,3,89,0.18200000000000002
3,91,4,88,0.18199999999999983
3,91,5,89,0.18199999999999997
3,91,6,89,0.18199999999999986
3,91,7,90,0.1820000000000001
3,91,8,89,0.18200000000000002
3,91,9,89,0.18199999999999994
3,91,10,89,0.18199999999999997
3,91,11,89,0.182
3,91,12,90,0.18200000000000008
3,91,13,90,0.182
3,91,14,89,0.1820000000000002
3,91,15,90,0.18200000000000013
3,91,16,90,0.18200000000000002
3,91,17,90,0.18200000000000005
3,91,18,90,0.18200000000000005
3,91,19,91,0.18199999999999988
3,92,0,88,0.18200000000000005
3,92,1,89,0.18200000000000008
3,92,2,89,0.18200000000000002
3,92,3,90,0.1820000000000001
3,92,4,90,0.182
3,92,5,90,0.18199999999999997
3,92,6,90,0.18199999999999988
3,92,7,90,0.18199999999999994
3,92,8,90,0.1820000000000001
3,92,9,91,0.18200000000000024
3,93,0,88,0.18200000000000005
3,93,1,90,0.18200000000000005
3,93,2,89,0.18200000000000005
3,93,3,89,0.18199999999999994
3,93,4,89,0.18200000000000013
3,93,5,89,0.1820000000000002
3,93,6,90,0.18200000000000002
3,93,7,90,0.18200000000000002
3,93,8,90,0.18200000000000002
3,93,9,90,0.1820000000000001
3,93,10,90,0.1819999999999999
3,93,11,90,0.18199999999999997
3,93,12,90,0.18199999999999997
3,93,13,90,0.18199999999999986
3,93,14,90,0.18200000000000016
3,93,15,90,0.18199999999999997
3,93,16,90,0.18199999999999997
3,93,17,90,0.18200000000000024
3,93,18,90,0.1820000000000002
3,93,19,91,0.1820000000000004
3,94,0,89,0.18199999999999994
3,94,1,89,0.182
3,94,2,88,0.18199999999999983
3,94,3,91,0.18199999999999983
3,95,0,89,0.18200000000000005
3,95,1,90,0.18199999999999983
3,95,2,89,0.18200000000000005
3,95,3,89,0.18200000000000013
3,95,4,89,0.182
3,95,5,90,0.18200000000000005
3,95,6,89,0.1819999999999999
3,95,7,89,0.18200000000000002
3,95,8,90,0.182
3,95,9,90,0.18200000000000005
3,95,10,90,0.1819999999999999
3,95,11,90,0.182
3,95,12,90,0.18200000000000013
3,95,13,90,0.18200000000000002
3,95,14,90,0.18200000000000008
3,95,15,90,0.18200000000000024
3,95,16,90,0.18199999999999988
3,95,17,90,0.18199999999999994
3,95,18,91,0.18200000000000016
3,96,0,88,0.18200000000000002
3,96,1,88,0.1819999999999999
3,96,2,91,0.18199999999999997
3,97,0,88,0.1820000000000001
3,97,1,89,0.18200000000000008
3,97,2,89,0.18200000000000002
3,97,3,89,0.182
3,97,4,89,0.18200000000000008
3,97,5,90,0.18200000000000002
3,97,6,90,0.18200000000000005
3,97,7,90,0.18200000000000024
3,97,8,90,0.18200000000000013
3,97,9,90,0.1819999999999999
3,97,10,91,0.1819999999999999
3,98,0,88,0.18199999999999994
3,98,1,89,0.18199999999999983
3,98,2,89,0.18200000000000002
3,98,3,89,0.18200000000000013
3,98,4,90,0.18200000000000016
3,98,5,90,0.18199999999999994
3,98,6,89,0.18200000000000002
3,98,7,90,0.1819999999999999
3,98,8,90,0.18200000000000008
3,98,9,90,0.1819999999999999
3,98,10,90,0.18200000000000016
3,98,11,90,0.18199999999999997
3,98,12,90,0.18200000000000027
3,98,13,90,0.18200000000000005
3,98,14,91,0.182
3,99,0,89,0.18200000000000002
3,99,1,88,0.18199999999999983
3,99,2,89,0.18199999999999972
3,99,3,89,0.18199999999999988
3,99,4,90,0.1820000000000002
3,99,5,89,0.1820000000000002
3,99,6,90,0.18199999999999997
3,99,7,90,0.1820000000000001
3,99,8,90,0.18200000000000005
3,99,9,90,0.18200000000000005
3,99,10,90,0.18200000000000005
3,99,11,90,0.1820000000000004
3,99,12,90,0.18200000000000016
3,99,13,91,0.1820000000000001
3,100,0,88,0.18200000000000024
3,100,1,88,0.182
3,100,2,88,0.18199999999999983
3,100,3,89,0.182
3,100,4,89,0.18200000000000005
3,100,5,89,0.18200000000000016
3,100,6,90,0.18200000000000008
3,100,7,89,0.18200000000000027
3,100,8,89,0.18199999999999988
3,100,9,89,0.18200000000000002
3,100,10,89,0.1820000000000002
3,100,11,89,0.1820000000000002
3,100,12,90,0.1820000000000001
3,100,13,90,0.18199999999999994
3,100,14,90,0.18199999999999997
3,100,15,90,0.18199999999999997
3,100,16,91,0.182
4,1,0,89,0.1820000000000001
4,1,1,89,0.18200000000000022
4,1,2,89,0.18199999999999994
4,1,3,88,0.1819999999999999
4,1,4,89,0.18199999999999988
4,1,5,89,0.18200000000000022
4,1,6,90,0.18199999999999997
4,1,7,90,0.18199999999999994
4,1,8,90,0.18200000000000008
4,1,9,89,0.18199999999999983
4,1,10,91,0.1820000000000001
4,2,0,89,0.18199999999999997
4,2,1,88,0.18200000000000005
4,2,2,88,0.18200000000000005
4,2,3,89,0.18199999999999997
4,2,4,88,0.18199999999999997
4,2,5,90,0.182
4,2,6,89,0.18200000000000013
4,2,7,89,0.1820000000000001
4,2,8,89,0.18200000000000013
4,2,9,89,0.18199999999999977
4,2,10,89,0.1820000000000001
4,2,11,89,0.18200000000000013
4,2,12,89,0.18199999999999994
4,2,13,89,0.1819999999999997
4,2,14,89,0.18199999999999977
4,2,15,90,0.18199999999999983
4,2,16,89,0.1819999999999998
4,2,17,90,0.18199999999999994
4,2,18,91,0.18199999999999958
4,3,0,88,0.1819999999999999
4,3,1,89,0.18200000000000002
4,3,2,90,0.18199999999999986
4,3,3,91,0.182
4,4,0,88,0.1819999999999999
4,4,1,91,0.1820000000000001
4,5,0,88,0.18200000000000005
4,5,1,88,0.1820000000000001
4,5,2,89,0.18200000000000008
4,5,3,90,0.182
4,5,4,90,0.18200000000000044
4,5,5,90,0.1819999999999999
4,5,6,90,0.18200000000000002
4,5,7,90,0.182
4,5,8,89,0.18199999999999988
4,5,9,90,0.18199999999999986
4,5,10,90,0.18199999999999986
4,5,11,90,0.18200000000000005
4,5,12,90,0.18200000000000002
4,5,13,90,0.18200000000000016
4,5,14,90,0.182
4,5,15,90,0.18200000000000005
4,5,16,91,0.1820000000000001
4,6,0,88,0.182
4,6,1,89,0.18200000000000008
4,6,2,88,0.1820000000000001
4,6,3,89,0.1819999999999999
4,6,4,89,0.18199999999999994
4,6,5,91,0.18200000000000002
4,7,0,89,0.18200000000000005
4,7,1,89,0.18200000000000002
4,7,2,89,0.18199999999999983
4,7,3,90,0.1819999999999998
4,7,4,90,0.182
4,7,5,90,0.1820000000000001
4,7,6,90,0.18200000000000005
4,7,7,89,0.18200000000000002
4,7,8,90,0.18200000000000005
4,7,9,90,0.18200000000000013
4,7,10,91,0.18200000000000036
4,8,0,88,0.18200000000000002
4,8,1,88,0.18200000000000005
4,8,2,88,0.1820000000000001
4,8,3,89,0.1820000000000001
4,8,4,89,0.18200000000000002
4,8,5,91,0.18200000000000002
4,9,0,89,0.1819999999999998
4,9,1,88,0.18199999999999997
4,9,2,88,0.18200000000000002
4,9,3,89,0.18200000000000016
4,9,4,89,0.18200000000000008
4,9,5,90,0.18199999999999988
4,9,6,90,0.18200000000000002
4,9,7,90,0.18200000000000002
4,9,8,90,0.182
4,9,9,90,0.18200000000000013
4,9,10,90,0.182
4,9,11,90,0.1820000000000001
4,9,12,90,0.18200000000000016
4,9,13,90,0.18200000000000024
4,9,14,90,0.18199999999999994
4,9,15,90,0.18200000000000033
4,9,16,90,0.18200000000000008
4,9,17,90,0.18200000000000005
4,9,18,91,0.1819999999999999
4,10,0,87,0.18199999999999986
4,10,1,88,0.1819999999999998
4,10,2,89,0.18200000000000016
4,10,3,89,0.18199999999999975
4,10,4,90,0.1820000000000001
4,10,5,89,0.18199999999999994
4,10,6,89,0.18199999999999988
4,10,7,90,0.18199999999999997
4,10,8,91,0.18200000000000016
4,11,0,89,0.1820000000000001
4,11,1,87,0.18200000000000033
4,11,2,89,0.18199999999999997
4,11,3,90,0.18199999999999994
4,11,4,90,0.18200000000000005
4,11,5,90,0.18200000000000005
4,11,6,90,0.18200000000000008
4,11,7,90,0.18200000000000013
4,11,8,90,0.18200000000000002
4,11,9,90,0.18200000000000008
4,11,10,90,0.18200000000000022
4,11,11,90,0.18200000000000002
4,11,12,90,0.182
4,11,13,90,0.182
4,11,14,90,0.18200000000000008
4,11,15,90,0.18200000000000036
4,11,16,90,0.18200000000000008
4,11,17,90,0.1820000000000001
4,11,18,90,0.18200000000000022
4,11,19,91,0.18200000000000013
4,12,0,88,0.18200000000000008
4,12,1,88,0.18200000000000022
4,12,2,88,0.182
4,12,3,89,0.18200000000000013
4,12,4,89,0.18200000000000013
4,12,5,90,0.18200000000000008
4,12,6,90,0.18200000000000002
4,12,7,90,0.18200000000000024
4,12,8,91,0.182
4,13,0,88,0.18200000000000002
4,13,1,90,0.18199999999999975
4,13,2,88,0.182
4,13,3,89,0.18200000000000008
4,13,4,90,0.18200000000000008
4,13,5,90,0.1820000000000002
4,13,6,90,0.182
4,13,7,90,0.18200000000000013
4,13,8,90,0.18199999999999988
4,13,9,90,0.1819999999999999
4,13,10,90,0.18200000000000005
4,13,11,90,0.18199999999999994
4,13,12,90,0.18200000000000005
4,13,13,90,0.18199999999999994
4,13,14,90,0.18200000000000002
4,13,15,90,0.18199999999999997
4,13,16,90,0.182
4,13,17,90,0.18200000000000008
4,13,18,90,0.18200000000000013
4,13,19,90,0.18200000000000016
4,13,20,90,0.18199999999999997
4,13,21,90,0.18200000000000005
4,13,22,91,0.18200000000000022
4,14,0,87,0.18200000000000005
4,14,1,89,0.18199999999999994
4,14,2,89,0.18199999999999988
4,14,3,90,0.18200000000000002
4,14,4,89,0.18200000000000005
4,14,5,89,0.18200000000000002
4,14,6,90,0.18199999999999994
4,14,7,90,0.18199999999999988
4,14,8,89,0.18200000000000002
4,14,9,90,0.18200000000000002
4,14,10,90,0.18199999999999997
4,14,11,89,0.1819999999999999
4,14,12,90,0.182
4,14,13,90,0.18199999999999983
4,14,14,90,0.1820000000000002
4,14,15,90,0.1819999999999999
4,14,16,90,0.18199999999999983
4,14,17,90,0.18200000000000005
4,14,18,90,0.18199999999999997
4,14,19,91,0.18200000000000002
4,15,0,88,0.18199999999999972
4,15,1,88,0.18200000000000016
4,15,2,89,0.1820000000000002
4,15,3,89,0.18199999999999997
4,15,4,89,0.18200000000000008
4,15,5,89,0.18200000000000013
4,15,6,89,0.1820000000000002
4,15,7,89,0.1819999999999999
4,15,8,89,0.18199999999999997
4,15,9,90,0.18200000000000005
4,15,10,90,0.18200000000000013
4,15,11,90,0.18200000000000016
4,15,12,90,0.1819999999999998
4,15,13,90,0.18199999999999997
4,15,14,90,0.18199999999999994
4,15,15,90,0.182
4,15,16,90,0.18200000000000022
4,15,17,90,0.18200000000000005
4,15,18,90,0.18200000000000005
4,15,19,90,0.1820000000000001
4,15,20,90,0.18199999999999994
4,15,21,90,0.18199999999999997
4,15,22,90,0.18200000000000016
4,15,23,91,0.18199999999999986
4,16,0,88,0.182
4,16,1,88,0.182
4,16,2,89,0.18200000000000005
4,16,3,89,0.182
4,16,4,89,0.18199999999999986
4,16,5,89,0.18200000000000008
4,16,6,90,0.182
4,16,7,89,0.18200000000000008
4,16,8,90,0.18200000000000024
4,16,9,89,0.18200000000000002
4,16,10,90,0.18200000000000002
4,16,11,90,0.1820000000000002
4,16,12,90,0.1820000000000001
4,16,13,90,0.18200000000000016
4,16,14,90,0.18200000000000022
4,16,15,90,0.18200000000000013
4,16,16,90,0.1820000000000001
4,16,17,90,0.18200000000000024
4,16,18,90,0.18200000000000024
4,16,19,91,0.18200000000000016
4,17,0,89,0.18200000000000005
4,17,1,89,0.182
4,17,2,89,0.18199999999999994
4,17,3,91,0.18200000000000005
4,18,0,88,0.18199999999999994
4,18,1,89,0.18199999999999986
4,18,2,89,0.18199999999999983
4,18,3,89,0.1819999999999998
4,18,4,89,0.18199999999999972
4,18,5,89,0.18200000000000002
4,18,6,89,0.18199999999999986
4,18,7,89,0.18200000000000005
4,18,8,89,0.18200000000000016
4,18,9,89,0.1820000000000001
4,18,10,90,0.18200000000000005
4,18,11,90,0.1819999999999999
4,18,12,90,0.18200000000000013
4,18,13,90,0.18200000000000002
4,18,14,90,0.18200000000000013
4,18,15,91,0.18200000000000002
4,19,0,87,0.18199999999999988
4,19,1,89,0.18199999999999994
4,19,2,90,0.18200000000000005
4,19,3,90,0.1820000000000001
4,19,4,90,0.18200000000000022
4,19,5,90,0.18200000000000022
4,19,6,90,0.18199999999999994
4,19,7,90,0.1819999999999999
4,19,8,91,0.18200000000000022
4,20,0,88,0.18200000000000002
4,20,1,89,0.18199999999999986
4,20,2,90,0.18199999999999983
4,20,3,89,0.18199999999999997
4,20,4,89,0.18200000000000005
4,20,5,89,0.18200000000000024
4,20,6,90,0.18199999999999988
4,20,7,90,0.18200000000000016
4,20,8,90,0.1819999999999999
4,20,9,91,0.1820000000000001
4,21,0,88,0.18200000000000005
4,21,1,89,0.18200000000000005
4,21,2,89,0.18200000000000013
4,21,3,89,0.18200000000000013
4,21,4,90,0.18199999999999994
4,21,5,90,0.182
4,21,6,90,0.18199999999999988
4,21,7,89,0.18200000000000002
4,21,8,90,0.18200000000000013
4,21,9,90,0.18200000000000008
4,21,10,90,0.18199999999999994
4,21,11,90,0.18200000000000002
4,21,12,90,0.18200000000000008
4,21,13,90,0.18200000000000005
4,21,14,90,0.18199999999999997
4,21,15,91,0.18200000000000002
4,22,0,88,0.18199999999999988
4,22,1,90,0.18200000000000005
4,22,2,88,0.18199999999999994
4,22,3,89,0.18200000000000002
4,22,4,90,0.18200000000000005
4,22,5,90,0.1820000000000002
4,22,6,89,0.182
4,22,7,89,0.18200000000000027
4,22,8,90,0.1820000000000002
4,22,9,89,0.1819999999999998
4,22,10,90,0.1820000000000002
4,22,11,90,0.1820000000000001
4,22,12,90,0.18200000000000002
4,22,13,91,0.18200000000000022
4,23,0,89,0.18199999999999977
4,23,1,89,0.18199999999999983
4,23,2,89,0.18200000000000013
4,23,3,89,0.18199999999999983
4,23,4,89,0.1820000000000002
4,23,5,89,0.1820000000000001
4,23,6,89,0.18199999999999988
4,23,7,89,0.1820000000000001
4,23,8,89,0.18199999999999988
4,23,9,90,0.18199999999999988
4,23,10,90,0.18200000000000002
4,23,11,90,0.182
4,23,12,91,0.18200000000000002
4,24,0,88,0.18199999999999977
4,24,1,88,0.18199999999999994
4,24,2,88,0.182
4,24,3,89,0.18200000000000002
4,24,4,90,0.18200000000000005
4,24,5,90,0.18200000000000022
4,24,6,90,0.18199999999999997
4,24,7,90,0.18200000000000005
4,24,8,89,0.1820000000000001
4,24,9,90,0.18200000000000008
4,24,10,90,0.18200000000000002
4,24,11,90,0.18200000000000005
4,24,12,90,0.18200000000000016
4,24,13,90,0.18199999999999994
4,24,14,90,0.18200000000000033
4,24,15,90,0.18200000000000008
4,24,16,91,0.18200000000000008
4,25,0,88,0.1820000000000001
4,25,1,88,0.1819999999999997
4,25,2,88,0.18200000000000002
4,25,3,88,0.18199999999999997
4,25,4,89,0.18199999999999977
4,25,5,90,0.18199999999999983
4,25,6,89,0.18199999999999997
4,25,7,90,0.18200000000000005
4,25,8,90,0.18200000000000013
4,25,9,90,0.18199999999999988
4,25,10,90,0.18199999999999997
4,25,11,90,0.18199999999999994
4,25,12,90,0.18199999999999988
4,25,13,90,0.18200000000000013
4,25,14,90,0.18200000000000008
4,25,15,91,0.18200000000000005
4,26,0,88,0.18199999999999997
4,26,1,89,0.18199999999999983
4,26,2,89,0.18199999999999986
4,26,3,89,0.18199999999999994
4,26,4,90,0.18200000000000016
4,26,5,89,0.1820000000000002
4,26,6,89,0.18200000000000008
4,26,7,89,0.1820000000000002
4,26,8,90,0.18199999999999997
4,26,9,89,0.18199999999999994
4,26,10,91,0.18200000000000002
4,27,0,88,0.18199999999999997
4,27,1,89,0.18199999999999994
4,27,2,89,0.182
4,27,3,89,0.18199999999999994
4,27,4,90,0.18200000000000005
4,27,5,90,0.18199999999999988
4,27,6,90,0.1820000000000002
4,27,7,90,0.18200000000000008
4,27,8,90,0.1820000000000001
4,27,9,90,0.18200000000000002
4,27,10,90,0.18200000000000013
4,27,11,90,0.18199999999999994
4,27,12,90,0.18199999999999994
4,27,13,90,0.18200000000000016
4,27,14,90,0.18200000000000002
4,27,15,90,0.1820000000000003
4,27,16,90,0.18199999999999983
4,27,17,90,0.1820000000000001
4,27,18,90,0.18200000000000008
4,27,19,91,0.18200000000000024
4,28,0,88,0.1819999999999999
4,28,1,89,0.18199999999999975
4,28,2,88,0.1820000000000001
4,28,3,90,0.18200000000000024
4,28,4,89,0.182
4,28,5,90,0.18199999999999975
4,28,6,89,0.182
4,28,7,89,0.18200000000000022
4,28,8,90,0.18200000000000027
4,28,9,90,0.18200000000000008
4,28,10,89,0.18200000000000008
4,28,11,91,0.18200000000000022
4,29,0,87,0.18199999999999997
4,29,1,88,0.18200000000000005
4,29,2,89,0.182
4,29,3,89,0.18199999999999972
4,29,4,89,0.18200000000000008
4,29,5,89,0.18200000000000024
4,29,6,89,0.18200000000000024
4,29,7,89,0.18200000000000002
4,29,8,91,0.18200000000000002
4,30,0,90,0.18199999999999997
4,30,1,89,0.182
4,30,2,90,0.18200000000000005
4,30,3,90,0.18199999999999994
4,30,4,90,0.18200000000000005
4,30,5,90,0.18200000000000013
4,30,6,89,0.18200000000000016
4,30,7,89,0.18200000000000016
4,30,8,89,0.18199999999999983
4,30,9,89,0.182
4,30,10,90,0.18200000000000016
4,30,11,90,0.18199999999999988
4,30,12,90,0.1820000000000001
4,30,13,90,0.1820000000000002
4,30,14,90,0.18200000000000027
4,30,15,90,0.1820000000000002
4,30,16,90,0.1819999999999999
4,30,17,90,0.18199999999999997
4,30,18,90,0.18199999999999983
4,30,19,90,0.18200000000000008
4,30,20,90,0.18199999999999994
4,30,21,90,0.18199999999999997
4,30,22,90,0.18199999999999997
4,30,23,90,0.18200000000000052
4,30,24,90,0.18200000000000044
4,30,25,91,0.18199999999999997
4,31,0,87,0.18199999999999997
4,31,1,90,0.18200000000000005
4,31,2,89,0.1819999999999998
4,31,3,89,0.18199999999999988
4,31,4,89,0.18199999999999988
4,31,5,89,0.18199999999999986
4,31,6,89,0.18200000000000002
4,31,7,90,0.18200000000000022
4,31,8,90,0.18200000000000016
4,31,9,90,0.1820000000000001
4,31,10,90,0.18199999999999994
4,31,11,90,0.18200000000000005
4,31,12,91,0.18200000000000008
4,32,0,89,0.18199999999999988
4,32,1,89,0.18200000000000002
4,32,2,89,0.1819999999999999
4,32,3,91,0.1819999999999999
4,33,0,88,0.18199999999999994
4,33,1,89,0.18199999999999997
4,33,2,89,0.1820000000000001
4,33,3,89,0.1819999999999999
4,33,4,89,0.18200000000000002
4,33,5,89,0.1820000000000001
4,33,6,89,0.1819999999999999
4,33,7,90,0.182
4,33,8,91,0.182
4,34,0,88,0.18199999999999986
4,34,1,88,0.18200000000000005
4,34,2,89,0.182
4,34,3,89,0.18200000000000005
4,34,4,89,0.18200000000000002
4,34,5,89,0.18199999999999972
4,34,6,90,0.1820000000000002
4,34,7,90,0.18200000000000002
4,34,8,90,0.18200000000000013
4,34,9,90,0.18199999999999975
4,34,10,90,0.1820000000000002
4,34,11,90,0.18199999999999988
4,34,12,90,0.18200000000000013
4,34,13,90,0.18199999999999988
4,34,14,90,0.18199999999999988
4,34,15,90,0.18199999999999988
4,34,16,90,0.18200000000000044
4,34,17,91,0.18200000000000024
4,35,0,89,0.18199999999999977
4,35,1,89,0.1820000000000002
4,35,2,90,0.18200000000000002
4,35,3,89,0.1819999999999998
4,35,4,88,0.1819999999999999
4,35,5,89,0.18199999999999988
4,35,6,90,0.18199999999999994
4,35,7,89,0.1820000000000001
4,35,8,90,0.18200000000000005
4,35,9,90,0.18199999999999994
4,35,10,90,0.18199999999999988
4,35,11,90,0.18200000000000013
4,35,12,89,0.182
4,35,13,89,0.18200000000000005
4,35,14,90,0.1820000000000001
4,35,15,91,0.18200000000000005
4,36,0,90,0.182
4,36,1,88,0.18200000000000005
4,36,2,90,0.18200000000000013
4,36,3,88,0.18199999999999977
4,36,4,91,0.18200000000000005
4,37,0,88,0.18199999999999994
4,37,1,88,0.18200000000000008
4,37,2,89,0.18199999999999972
4,37,3,89,0.18199999999999994
4,37,4,89,0.1819999999999998
4,37,5,89,0.18200000000000027
4,37,6,89,0.18200000000000022
4,37,7,90,0.1820000000000002
4,37,8,90,0.18199999999999986
4,37,9,90,0.18200000000000022
4,37,10,90,0.18200000000000016
4,37,11,90,0.1820000000000001
4,37,12,90,0.182
4,37,13,91,0.18199999999999997
4,38,0,89,0.182
4,38,1,89,0.18200000000000008
4,38,2,89,0.18200000000000002
4,38,3,89,0.18199999999999986
4,38,4,89,0.18199999999999972
4,38,5,89,0.18200000000000008
4,38,6,90,0.18199999999999986
4,38,7,90,0.18200000000000008
4,38,8,89,0.182
4,38,9,89,0.1819999999999999
4,38,10,89,0.18200000000000022
4,38,11,89,0.18199999999999994
4,38,12,90,0.182
4,38,13,90,0.182
4,38,14,90,0.1820000000000001
4,38,15,90,0.18200000000000005
4,38,16,90,0.18200000000000016
4,38,17,90,0.18200000000000016
4,38,18,90,0.18200000000000022
4,38,19,90,0.1820000000000003
4,38,20,90,0.18200000000000016
4,38,21,90,0.18199999999999975
4,38,22,90,0.18200000000000033
4,38,23,90,0.18199999999999997
4,38,24,90,0.18199999999999963
4,38,25,90,0.18200000000000027
4,38,26,90,0.18200000000000022
4,38,27,90,0.18200000000000036
4,38,28,90,0.18200000000000052
4,38,29,90,0.18199999999999997
4,38,30,90,0.182
4,38,31,90,0.1820000000000004
4,38,32,91,0.18199999999999966
4,39,0,89,0.18200000000000022
4,39,1,89,0.18200000000000008
4,39,2,89,0.182
4,39,3,89,0.18199999999999975
4,39,4,89,0.18199999999999975
4,39,5,89,0.18200000000000013
4,39,6,89,0.18200000000000005
4,39,7,90,0.1820000000000002
4,39,8,90,0.18199999999999994
4,39,9,90,0.18199999999999997
4,39,10,90,0.18199999999999975
4,39,11,90,0.18200000000000013
4,39,12,90,0.18200000000000016
4,39,13,90,0.18199999999999983
4,39,14,90,0.182
4,39,15,90,0.1819999999999999
4,39,16,91,0.18200000000000052
4,40,0,88,0.1819999999999999
4,40,1,89,0.18200000000000008
4,40,2,89,0.1819999999999999
4,40,3,89,0.18200000000000008
4,40,4,91,0.18199999999999983
4,41,0,88,0.1820000000000001
4,41,1,89,0.182
4,41,2,89,0.18199999999999988
4,41,3,90,0.18200000000000016
4,41,4,89,0.1820000000000001
4,41,5,90,0.1819999999999999
4,41,6,89,0.182
4,41,7,90,0.18199999999999988
4,41,8,90,0.18199999999999994
4,41,9,90,0.18200000000000002
4,41,10,90,0.18200000000000013
4,41,11,90,0.18199999999999988
4,41,12,90,0.18200000000000013
4,41,13,90,0.18200000000000013
4,41,14,90,0.18200000000000024
4,41,15,91,0.18199999999999997
4,42,0,89,0.182
4,42,1,88,0.18200000000000013
4,42,2,88,0.1819999999999999
4,42,3,89,0.182
4,42,4,91,0.18199999999999997
4,43,0,88,0.1820000000000001
4,43,1,88,0.18199999999999994
4,43,2,89,0.18199999999999988
4,43,3,89,0.18199999999999986
4,43,4,91,0.18200000000000008
4,44,0,87,0.1819999999999999
4,44,1,88,0.1820000000000001
4,44,2,88,0.18199999999999988
4,44,3,89,0.182
4,44,4,89,0.18200000000000008
4,44,5,89,0.18199999999999988
4,44,6,90,0.1820000000000002
4,44,7,89,0.18200000000000013
4,44,8,89,0.18199999999999983
4,44,9,90,0.18199999999999988
4,44,10,89,0.18200000000000013
4,44,11,90,0.18200000000000016
4,44,12,90,0.18200000000000005
4,44,13,89,0.18200000000000005
4,44,14,90,0.18200000000000024
4,44,15,90,0.182
4,44,16,90,0.182
4,44,17,90,0.18199999999999986
4,44,18,90,0.18199999999999988
4,44,19,90,0.1819999999999999
4,44,20,90,0.18200000000000016
4,44,21,90,0.1820000000000003
4,44,22,90,0.1820000000000004
4,44,23,90,0.1819999999999999
4,44,24,90,0.1820000000000001
4,44,25,90,0.18200000000000005
4,44,26,90,0.18200000000000016
4,44,27,90,0.18200000000000036
4,44,28,90,0.1819999999999998
4,44,29,90,0.18200000000000033
4,44,30,91,0.18200000000000005
4,45,0,87,0.18199999999999975
4,45,1,88,0.18199999999999988
4,45,2,89,0.18200000000000005
4,45,3,89,0.1820000000000002
4,45,4,88,0.182
4,45,5,89,0.18199999999999997
4,45,6,89,0.18200000000000005
4,45,7,89,0.182
4,45,8,90,0.18199999999999977
4,45,9,90,0.182
4,45,10,90,0.18200000000000013
4,45,11,90,0.18199999999999997
4,45,12,90,0.18200000000000002
4,45,13,90,0.18200000000000013
4,45,14,90,0.18200000000000008
4,45,15,90,0.18200000000000008
4,45,16,90,0.18199999999999994
4,45,17,90,0.18200000000000005
4,45,18,90,0.18199999999999997
4,45,19,90,0.18199999999999988
4,45,20,91,0.18200000000000002
4,46,0,88,0.1820000000000002
4,46,1,89,0.182
4,46,2,89,0.18199999999999997
4,46,3,89,0.1819999999999999
4,46,4,90,0.1819999999999999
4,46,5,90,0.18199999999999983
4,46,6,90,0.18200000000000002
4,46,7,90,0.18199999999999997
4,46,8,90,0.18200000000000002
4,46,9,90,0.18200000000000005
4,46,10,90,0.18200000000000016
4,46,11,90,0.1820000000000001
4,46,12,90,0.182
4,46,13,90,0.18199999999999997
