XR,R,G,bestF,avgF
1,20,3,89,0.18200000000000002
1,20,4,90,0.1820000000000001
1,20,5,89,0.18200000000000013
1,20,6,90,0.18200000000000013
1,20,7,90,0.18200000000000002
1,20,8,90,0.182
1,20,9,90,0.18199999999999997
1,20,10,89,0.18200000000000008
1,20,11,89,0.18199999999999983
1,20,12,90,0.182
1,20,13,90,0.18200000000000013
1,20,14,90,0.182
1,20,15,90,0.1819999999999999
1,20,16,90,0.18199999999999975
1,20,17,90,0.18199999999999972
1,20,18,90,0.18200000000000033
1,20,19,90,0.1820000000000003
1,20,20,90,0.18200000000000024
1,20,21,90,0.18200000000000016
1,20,22,90,0.18199999999999997
1,20,23,90,0.1820000000000001
1,20,24,90,0.18200000000000005
1,20,25,90,0.1820000000000002
1,20,26,90,0.18199999999999997
1,20,27,90,0.182
1,20,28,90,0.18200000000000058
1,20,29,90,0.1820000000000003
1,20,30,90,0.1820000000000002
1,20,31,90,0.18199999999999986
1,20,32,90,0.18200000000000036
1,20,33,91,0.18200000000000022
1,21,0,89,0.18199999999999997
1,21,1,88,0.182
1,21,2,89,0.18199999999999997
1,21,3,90,0.18200000000000008
1,21,4,89,0.18199999999999986
1,21,5,91,0.18199999999999986
1,22,0,89,0.1819999999999999
1,22,1,88,0.18199999999999977
1,22,2,89,0.18200000000000024
1,22,3,88,0.18199999999999966
1,22,4,89,0.18200000000000013
1,22,5,89,0.18200000000000022
1,22,6,89,0.18200000000000013
1,22,7,90,0.18200000000000022
1,22,8,90,0.18199999999999997
1,22,9,90,0.18200000000000005
1,22,10,90,0.18200000000000005
1,22,11,90,0.18199999999999983
1,22,12,90,0.182
1,22,13,90,0.18200000000000008
1,22,14,91,0.1819999999999999
1,23,0,89,0.18199999999999986
1,23,1,89,0.18199999999999986
1,23,2,89,0.18200000000000002
1,23,3,89,0.18200000000000008
1,23,4,89,0.18199999999999986
1,23,5,89,0.18200000000000016
1,23,6,90,0.18200000000000022
1,23,7,90,0.18200000000000005
1,23,8,90,0.18200000000000008
1,23,9,90,0.18200000000000005
1,23,10,90,0.18199999999999975
1,23,11,90,0.18200000000000008
1,23,12,90,0.18200000000000002
1,23,13,91,0.1819999999999999
1,24,0,89,0.18199999999999986
1,24,1,89,0.18200000000000016
1,24,2,89,0.18200000000000022
1,24,3,89,0.18199999999999997
1,24,4,90,0.1820000000000001
1,24,5,90,0.1820000000000003
1,24,6,90,0.18200000000000005
1,24,7,89,0.1819999999999998
1,24,8,89,0.18199999999999986
1,24,9,90,0.1820000000000001
1,24,10,90,0.1820000000000001
1,24,11,90,0.1820000000000002
1,24,12,90,0.18200000000000008
1,24,13,89,0.1819999999999999
1,24,14,89,0.18200000000000002
1,24,15,90,0.18200000000000024
1,24,16,90,0.18200000000000022
1,24,17,90,0.18200000000000027
1,24,18,91,0.18199999999999988
1,25,0,88,0.18200000000000002
1,25,1,88,0.18200000000000008
1,25,2,89,0.18200000000000008
1,25,3,89,0.1819999999999999
1,25,4,89,0.18199999999999986
1,25,5,89,0.18199999999999988
1,25,6,89,0.1820000000000001
1,25,7,90,0.18199999999999994
1,25,8,89,0.182
1,25,9,89,0.18200000000000024
1,25,10,90,0.182
1,25,11,90,0.18199999999999994
1,25,12,91,0.182
1,26,0,88,0.18199999999999994
1,26,1,88,0.1820000000000001
1,26,2,89,0.18199999999999994
1,26,3,88,0.18199999999999994
1,26,4,91,0.18199999999999997
1,27,0,89,0.18199999999999988
1,27,1,89,0.18200000000000022
1,27,2,91,0.18199999999999986
1,28,0,88,0.18200000000000016
1,28,1,89,0.18199999999999994
1,28,2,89,0.18199999999999994
1,28,3,88,0.18199999999999977
1,28,4,89,0.1820000000000002
1,28,5,91,0.1820000000000001
1,29,0,88,0.182
1,29,1,89,0.18200000000000002
1,29,2,90,0.1820000000000001
1,29,3,89,0.18200000000000008
1,29,4,89,0.18200000000000005
1,29,5,89,0.18200000000000002
1,29,6,90,0.182
1,29,7,90,0.1820000000000001
1,29,8,90,0.1820000000000002
1,29,9,90,0.18199999999999997
1,29,10,91,0.182
1,30,0,88,0.18200000000000008
1,30,1,88,0.18199999999999958
1,30,2,88,0.18200000000000002
1,30,3,88,0.18200000000000002
1,30,4,90,0.18200000000000005
1,30,5,90,0.18200000000000013
1,30,6,90,0.1820000000000001
1,30,7,90,0.18199999999999988
1,30,8,90,0.18199999999999994
1,30,9,90,0.1820000000000001
1,30,10,89,0.18199999999999997
1,30,11,90,0.18200000000000016
1,30,12,90,0.182
1,30,13,90,0.18200000000000008
1,30,14,90,0.1820000000000002
1,30,15,90,0.18200000000000036
1,30,16,90,0.18200000000000008
1,30,17,90,0.18199999999999988
1,30,18,90,0.1820000000000001
1,30,19,90,0.18200000000000002
1,30,20,90,0.1819999999999999
1,30,21,90,0.18200000000000005
1,30,22,90,0.1819999999999998
1,30,23,90,0.1819999999999998
1,30,24,90,0.18200000000000024
1,30,25,90,0.18200000000000002
1,30,26,90,0.18200000000000005
1,30,27,90,0.1819999999999998
1,30,28,91,0.18199999999999997
1,31,0,86,0.18200000000000005
1,31,1,88,0.18200000000000008
1,31,2,89,0.18200000000000002
1,31,3,89,0.18199999999999988
1,31,4,90,0.18200000000000005
1,31,5,89,0.1820000000000001
1,31,6,89,0.18199999999999986
1,31,7,89,0.18200000000000002
1,31,8,89,0.1819999999999999
1,31,9,89,0.18200000000000008
1,31,10,89,0.18200000000000005
1,31,11,90,0.18200000000000005
1,31,12,89,0.18199999999999986
1,31,13,90,0.1820000000000003
1,31,14,91,0.18199999999999994
1,32,0,89,0.1819999999999999
1,32,1,88,0.18200000000000005
1,32,2,89,0.18200000000000016
1,32,3,89,0.18200000000000005
1,32,4,90,0.1820000000000001
1,32,5,90,0.18199999999999972
1,32,6,90,0.18200000000000005
1,32,7,90,0.18200000000000013
1,32,8,90,0.18200000000000013
1,32,9,90,0.18200000000000033
1,32,10,90,0.18200000000000027
1,32,11,90,0.1820000000000001
1,32,12,90,0.18199999999999994
1,32,13,90,0.18200000000000002
1,32,14,90,0.18200000000000016
1,32,15,91,0.18200000000000024
1,33,0,88,0.18200000000000005
1,33,1,89,0.18200000000000013
1,33,2,89,0.18199999999999986
1,33,3,89,0.18199999999999972
1,33,4,89,0.18200000000000013
1,33,5,89,0.18200000000000008
1,33,6,89,0.18200000000000008
1,33,7,89,0.18199999999999997
1,33,8,89,0.1820000000000002
1,33,9,90,0.18200000000000008
1,33,10,90,0.18200000000000027
1,33,11,90,0.18200000000000016
1,33,12,90,0.1819999999999998
1,33,13,90,0.1820000000000001
1,33,14,90,0.18200000000000022
1,33,15,90,0.18199999999999997
1,33,16,89,0.18200000000000002
1,33,17,90,0.18199999999999986
1,33,18,90,0.18200000000000013
1,33,19,90,0.182
1,33,20,90,0.18200000000000013
1,33,21,90,0.182
1,33,22,91,0.18200000000000005
1,34,0,89,0.18199999999999988
1,34,1,90,0.18199999999999983
1,34,2,89,0.1819999999999997
1,34,3,89,0.18200000000000002
1,34,4,91,0.18200000000000016
1,35,0,90,0.18200000000000013
1,35,1,90,0.1820000000000001
1,35,2,89,0.18200000000000005
1,35,3,89,0.182
1,35,4,89,0.18200000000000005
1,35,5,89,0.18200000000000008
1,35,6,89,0.1820000000000001
1,35,7,90,0.18200000000000013
1,35,8,90,0.18200000000000008
1,35,9,89,0.18199999999999983
1,35,10,89,0.18200000000000013
1,35,11,89,0.18200000000000005
1,35,12,89,0.18200000000000016
1,35,13,89,0.18200000000000002
1,35,14,90,0.18200000000000002
1,35,15,90,0.182
1,35,16,90,0.18199999999999986
1,35,17,90,0.1820000000000003
1,35,18,90,0.1820000000000002
1,35,19,90,0.1820000000000001
1,35,20,90,0.18200000000000022
1,35,21,90,0.182
1,35,22,90,0.18200000000000033
1,35,23,90,0.18199999999999997
1,35,24,91,0.18200000000000022
1,36,0,88,0.1819999999999999
1,36,1,89,0.18199999999999977
1,36,2,89,0.1819999999999999
1,36,3,89,0.18200000000000016
1,36,4,89,0.18200000000000016
1,36,5,90,0.18200000000000005
1,36,6,90,0.18200000000000013
1,36,7,89,0.18200000000000022
1,36,8,90,0.18200000000000005
1,36,9,89,0.18199999999999997
1,36,10,89,0.182
1,36,11,89,0.18199999999999983
1,36,12,89,0.18199999999999983
1,36,13,90,0.18200000000000013
1,36,14,90,0.18200000000000016
1,36,15,91,0.18200000000000013
1,37,0,87,0.18200000000000008
1,37,1,89,0.18199999999999977
1,37,2,90,0.18199999999999986
1,37,3,90,0.1819999999999998
1,37,4,89,0.18199999999999986
1,37,5,89,0.18200000000000016
1,37,6,89,0.182
1,37,7,90,0.182
1,37,8,89,0.18199999999999997
1,37,9,90,0.18199999999999983
1,37,10,90,0.18200000000000005
1,37,11,90,0.18200000000000005
1,37,12,91,0.18200000000000008
1,38,0,88,0.18199999999999997
1,38,1,88,0.182
1,38,2,90,0.18200000000000002
1,38,3,89,0.1819999999999999
1,38,4,89,0.18200000000000005
1,38,5,90,0.1820000000000001
1,38,6,90,0.18199999999999988
1,38,7,90,0.1820000000000002
1,38,8,89,0.18200000000000024
1,38,9,90,0.18200000000000005
1,38,10,90,0.18200000000000002
1,38,11,90,0.18200000000000008
1,38,12,90,0.18199999999999997
1,38,13,90,0.18200000000000013
1,38,14,89,0.18200000000000002
1,38,15,90,0.18199999999999986
1,38,16,90,0.182
1,38,17,90,0.18200000000000027
1,38,18,90,0.18200000000000024
1,38,19,91,0.18199999999999988
1,39,0,89,0.18200000000000013
1,39,1,90,0.18199999999999977
1,39,2,89,0.18199999999999972
1,39,3,89,0.18200000000000008
1,39,4,90,0.18199999999999986
1,39,5,91,0.182
1,40,0,91,0.18200000000000005
1,41,0,87,0.18199999999999988
1,41,1,88,0.182
1,41,2,88,0.18200000000000002
1,41,3,88,0.18199999999999997
1,41,4,90,0.18199999999999994
1,41,5,89,0.18199999999999983
1,41,6,90,0.18199999999999997
1,41,7,90,0.18200000000000013
1,41,8,90,0.18200000000000008
1,41,9,91,0.18200000000000008
1,42,0,88,0.18199999999999994
1,42,1,88,0.18200000000000013
1,42,2,88,0.182
1,42,3,89,0.1819999999999999
1,42,4,88,0.18200000000000005
1,42,5,89,0.18200000000000016
1,42,6,89,0.18200000000000027
1,42,7,89,0.1819999999999999
1,42,8,89,0.18200000000000008
1,42,9,90,0.18200000000000008
1,42,10,90,0.1820000000000001
1,42,11,90,0.1819999999999999
1,42,12,90,0.18200000000000016
1,42,13,90,0.182
1,42,14,90,0.18199999999999983
1,42,15,90,0.18200000000000013
1,42,16,90,0.18200000000000022
1,42,17,90,0.18199999999999997
1,42,18,90,0.18199999999999997
1,42,19,90,0.1819999999999998
1,42,20,90,0.18200000000000005
1,42,21,90,0.18200000000000005
1,42,22,91,0.18200000000000008
1,43,0,87,0.18199999999999977
1,43,1,88,0.1820000000000001
1,43,2,88,0.18200000000000016
1,43,3,88,0.1820000000000001
1,43,4,89,0.18199999999999997
1,43,5,89,0.18199999999999997
1,43,6,89,0.18200000000000008
1,43,7,89,0.18199999999999994
1,43,8,89,0.18199999999999994
1,43,9,89,0.18200000000000008
1,43,10,90,0.18200000000000005
1,43,11,90,0.1819999999999999
1,43,12,91,0.18200000000000016
1,44,0,88,0.1820000000000001
1,44,1,88,0.18200000000000016
1,44,2,89,0.1820000000000001
1,44,3,89,0.18199999999999975
1,44,4,89,0.1820000000000001
1,44,5,90,0.18200000000000005
1,44,6,90,0.18200000000000016
1,44,7,90,0.18200000000000016
1,44,8,89,0.1820000000000001
1,44,9,89,0.18200000000000005
1,44,10,89,0.18200000000000005
1,44,11,90,0.18199999999999997
1,44,12,90,0.18199999999999994
1,44,13,90,0.1820000000000002
1,44,14,90,0.18200000000000002
1,44,15,90,0.18199999999999997
1,44,16,90,0.18200000000000022
1,44,17,90,0.18200000000000008
1,44,18,90,0.18200000000000002
1,44,19,91,0.18199999999999994
1,45,0,89,0.18200000000000002
1,45,1,89,0.182
1,45,2,89,0.18200000000000005
1,45,3,90,0.18200000000000024
1,45,4,90,0.18199999999999988
1,45,5,90,0.18199999999999997
1,45,6,90,0.18199999999999994
1,45,7,90,0.18200000000000002
1,45,8,90,0.182
1,45,9,90,0.1819999999999999
1,45,10,90,0.1819999999999999
1,45,11,90,0.182
1,45,12,90,0.1820000000000002
1,45,13,91,0.18200000000000005
1,46,0,87,0.18199999999999994
1,46,1,88,0.182
1,46,2,89,0.18199999999999994
1,46,3,89,0.18199999999999983
1,46,4,89,0.18200000000000002
1,46,5,89,0.18199999999999988
1,46,6,89,0.18200000000000013
1,46,7,90,0.18199999999999986
1,46,8,90,0.18199999999999977
1,46,9,91,0.18200000000000016
1,47,0,88,0.18199999999999997
1,47,1,87,0.18199999999999997
1,47,2,88,0.182
1,47,3,90,0.18199999999999997
1,47,4,88,0.18199999999999975
1,47,5,89,0.18200000000000005
1,47,6,89,0.18200000000000027
1,47,7,89,0.18199999999999977
1,47,8,89,0.18199999999999983
1,47,9,89,0.18200000000000016
1,47,10,89,0.182
1,47,11,90,0.182
1,47,12,90,0.18199999999999994
1,47,13,90,0.18199999999999983
1,47,14,90,0.18200000000000013
1,47,15,90,0.18199999999999994
1,47,16,90,0.18199999999999997
1,47,17,90,0.18200000000000005
1,47,18,89,0.18199999999999997
1,47,19,90,0.1819999999999999
1,47,20,90,0.18199999999999997
1,47,21,90,0.1820000000000002
1,47,22,90,0.18200000000000002
1,47,23,90,0.1820000000000001
1,47,24,91,0.1820000000000002
1,48,0,88,0.1819999999999998
1,48,1,88,0.18199999999999988
1,48,2,89,0.18199999999999994
1,48,3,89,0.1819999999999999
1,48,4,89,0.18199999999999988
1,48,5,89,0.18200000000000005
1,48,6,91,0.18200000000000002
1,49,0,87,0.18199999999999988
1,49,1,89,0.18199999999999975
1,49,2,89,0.18200000000000002
1,49,3,89,0.18199999999999988
1,49,4,90,0.18200000000000005
1,49,5,89,0.182
1,49,6,90,0.1820000000000002
1,49,7,89,0.18200000000000013
1,49,8,89,0.1819999999999999
1,49,9,90,0.18199999999999988
1,49,10,90,0.18200000000000013
1,49,11,90,0.1819999999999998
1,49,12,90,0.1820000000000001
1,49,13,90,0.18200000000000008
1,49,14,90,0.1819999999999999
1,49,15,90,0.18200000000000016
1,49,16,90,0.1819999999999999
1,49,17,90,0.18200000000000022
1,49,18,91,0.18200000000000005
1,50,0,88,0.1820000000000001
1,50,1,90,0.182
1,50,2,89,0.18199999999999988
1,50,3,89,0.18199999999999986
1,50,4,89,0.18199999999999994
1,50,5,89,0.18200000000000008
1,50,6,89,0.18200000000000013
1,50,7,89,0.18200000000000002
1,50,8,90,0.18199999999999986
1,50,9,90,0.18200000000000022
1,50,10,90,0.182
1,50,11,90,0.18200000000000024
1,50,12,90,0.18200000000000013
1,50,13,90,0.18200000000000022
1,50,14,90,0.18200000000000008
1,50,15,90,0.1819999999999998
1,50,16,90,0.18199999999999983
1,50,17,90,0.18200000000000008
1,50,18,90,0.18200000000000002
1,50,19,90,0.18200000000000008
1,50,20,90,0.1819999999999999
1,50,21,90,0.18199999999999983
1,50,22,90,0.18200000000000013
1,50,23,90,0.1819999999999999
1,50,24,90,0.1819999999999999
1,50,25,90,0.1820000000000001
1,50,26,90,0.18199999999999997
1,50,27,90,0.1820000000000005
1,50,28,90,0.18199999999999983
1,50,29,90,0.18200000000000033
1,50,30,90,0.18200000000000013
1,50,31,90,0.1819999999999998
1,50,32,91,0.18200000000000055
1,51,0,88,0.1819999999999999
1,51,1,88,0.18200000000000002
1,51,2,90,0.1820000000000001
1,51,3,89,0.1820000000000003
1,51,4,89,0.18200000000000022
1,51,5,89,0.1819999999999999
1,51,6,90,0.18199999999999975
1,51,7,89,0.182
1,51,8,89,0.18200000000000013
1,51,9,90,0.18200000000000024
1,51,10,90,0.18199999999999977
1,51,11,90,0.1819999999999999
1,51,12,90,0.1820000000000001
1,51,13,90,0.18200000000000005
1,51,14,90,0.18200000000000013
1,51,15,90,0.18199999999999994
1,51,16,90,0.18199999999999975
1,51,17,90,0.1820000000000001
1,51,18,90,0.182
1,51,19,90,0.1820000000000001
1,51,20,90,0.18199999999999997
1,51,21,91,0.1819999999999998
1,52,0,89,0.18200000000000008
1,52,1,89,0.18199999999999983
1,52,2,88,0.18199999999999994
1,52,3,89,0.1820000000000001
1,52,4,89,0.1819999999999999
1,52,5,91,0.18199999999999986
1,53,0,89,0.18199999999999977
1,53,1,89,0.18200000000000005
1,53,2,89,0.18199999999999997
1,53,3,89,0.1819999999999999
1,53,4,89,0.182
1,53,5,89,0.1819999999999999
1,53,6,90,0.18200000000000016
1,53,7,90,0.18200000000000002
1,53,8,89,0.18200000000000005
