XR,R,G,bestF,avgF
2,67,13,90.0,86.714
2,67,14,90.0,86.906
2,67,15,90.0,87.054
2,67,16,90.0,87.252
2,67,17,90.0,87.394
2,67,18,90.0,87.548
2,67,19,90.0,87.652
2,67,20,91.0,87.768
2,68,0,88.0,79.564
2,68,1,88.0,80.988
2,68,2,88.0,82.102
2,68,3,89.0,83.148
2,68,4,89.0,83.916
2,68,5,89.0,84.494
2,68,6,89.0,84.982
2,68,7,89.0,85.348
2,68,8,90.0,85.67
2,68,9,90.0,85.966
2,68,10,90.0,86.28
2,68,11,90.0,86.55
2,68,12,90.0,86.806
2,68,13,90.0,86.996
2,68,14,90.0,87.17
2,68,15,90.0,87.328
2,68,16,90.0,87.454
2,68,17,90.0,87.59
2,68,18,90.0,87.718
2,68,19,91.0,87.832
2,69,0,88.0,79.58
2,69,1,88.0,80.948
2,69,2,88.0,82.11
2,69,3,88.0,82.99
2,69,4,89.0,83.708
2,69,5,89.0,84.332
2,69,6,89.0,84.778
2,69,7,89.0,85.158
2,69,8,91.0,85.594
2,70,0,88.0,79.56
2,70,1,88.0,80.892
2,70,2,88.0,82.006
2,70,3,89.0,82.844
2,70,4,89.0,83.544
2,70,5,89.0,84.106
2,70,6,89.0,84.57
2,70,7,89.0,84.998
2,70,8,90.0,85.384
2,70,9,90.0,85.782
2,70,10,90.0,86.074
2,70,11,90.0,86.286
2,70,12,90.0,86.51
2,70,13,90.0,86.706
2,70,14,90.0,86.87
2,70,15,90.0,87.026
2,70,16,90.0,87.154
2,70,17,90.0,87.308
2,70,18,91.0,87.48
2,71,0,87.0,79.686
2,71,1,89.0,81.266
2,71,2,91.0,82.336
2,72,0,88.0,79.516
2,72,1,88.0,80.992
2,72,2,89.0,82.19
2,72,3,90.0,83.102
2,72,4,90.0,83.748
2,72,5,90.0,84.376
2,72,6,91.0,84.848
2,73,0,88.0,79.802
2,73,1,89.0,81.306
2,73,2,89.0,82.288
2,73,3,89.0,83.162
2,73,4,89.0,83.888
2,73,5,90.0,84.426
2,73,6,90.0,84.876
2,73,7,90.0,85.338
2,73,8,90.0,85.708
2,73,9,90.0,86.014
2,73,10,90.0,86.252
2,73,11,90.0,86.502
2,73,12,90.0,86.73
2,73,13,90.0,86.892
2,73,14,91.0,87.078
2,74,0,87.0,79.51
2,74,1,88.0,80.948
2,74,2,89.0,82.028
2,74,3,89.0,82.942
2,74,4,90.0,83.696
2,74,5,90.0,84.31
2,74,6,90.0,84.782
2,74,7,90.0,85.24
2,74,8,90.0,85.6
2,74,9,90.0,85.946
2,74,10,91.0,86.238
2,75,0,88.0,79.4
2,75,1,88.0,80.908
2,75,2,89.0,82.0
2,75,3,89.0,82.9
2,75,4,89.0,83.724
2,75,5,89.0,84.308
2,75,6,90.0,84.812
2,75,7,90.0,85.228
2,75,8,90.0,85.562
2,75,9,90.0,85.894
2,75,10,90.0,86.15
2,75,11,91.0,86.446
2,76,0,89.0,79.472
2,76,1,89.0,81.034
2,76,2,89.0,81.98
2,76,3,89.0,82.786
2,76,4,89.0,83.516
2,76,5,89.0,84.14
2,76,6,90.0,84.618
2,76,7,90.0,85.062
2,76,8,90.0,85.374
2,76,9,90.0,85.696
2,76,10,90.0,85.958
2,76,11,90.0,86.206
2,76,12,90.0,86.458
2,76,13,91.0,86.648
2,77,0,89.0,79.764
2,77,1,89.0,81.1
2,77,2,89.0,82.254
2,77,3,89.0,83.062
2,77,4,89.0,83.722
2,77,5,89.0,84.324
2,77,6,89.0,84.854
2,77,7,89.0,85.24
2,77,8,89.0,85.568
2,77,9,89.0,85.882
2,77,10,90.0,86.158
2,77,11,90.0,86.346
2,77,12,90.0,86.584
2,77,13,90.0,86.788
2,77,14,90.0,87.004
2,77,15,90.0,87.166
2,77,16,90.0,87.324
2,77,17,90.0,87.458
2,77,18,90.0,87.562
2,77,19,90.0,87.67
2,77,20,91.0,87.774
2,78,0,89.0,79.426
2,78,1,89.0,80.874
2,78,2,89.0,81.876
2,78,3,89.0,82.804
2,78,4,89.0,83.422
2,78,5,90.0,84.208
2,78,6,90.0,84.788
2,78,7,90.0,85.172
2,78,8,90.0,85.606
2,78,9,90.0,85.996
2,78,10,90.0,86.286
2,78,11,90.0,86.61
2,78,12,90.0,86.822
2,78,13,90.0,87.024
2,78,14,90.0,87.214
2,78,15,90.0,87.378
2,78,16,90.0,87.52
2,78,17,90.0,87.658
2,78,18,90.0,87.792
2,78,19,90.0,87.898
2,78,20,90.0,87.986
2,78,21,90.0,88.054
2,78,22,90.0,88.142
2,78,23,91.0,88.204
2,79,0,89.0,79.636
2,79,1,89.0,81.038
2,79,2,89.0,82.112
2,79,3,89.0,82.958
2,79,4,89.0,83.704
2,79,5,89.0,84.236
2,79,6,89.0,84.77
2,79,7,90.0,85.252
2,79,8,90.0,85.666
2,79,9,90.0,85.968
2,79,10,90.0,86.212
2,79,11,90.0,86.468
2,79,12,91.0,86.694
2,80,0,88.0,79.902
2,80,1,88.0,81.304
2,80,2,88.0,82.386
2,80,3,88.0,83.122
2,80,4,89.0,83.776
2,80,5,89.0,84.448
2,80,6,89.0,84.94
2,80,7,89.0,85.41
2,80,8,89.0,85.774
2,80,9,90.0,86.094
2,80,10,90.0,86.32
2,80,11,90.0,86.606
2,80,12,90.0,86.822
2,80,13,90.0,86.986
2,80,14,91.0,87.15
2,81,0,88.0,79.59
2,81,1,88.0,81.01
2,81,2,88.0,82.134
2,81,3,89.0,82.998
2,81,4,89.0,83.69
2,81,5,89.0,84.198
2,81,6,89.0,84.682
2,81,7,90.0,85.118
2,81,8,90.0,85.476
2,81,9,90.0,85.81
2,81,10,90.0,86.136
2,81,11,90.0,86.368
2,81,12,90.0,86.62
2,81,13,90.0,86.822
2,81,14,90.0,86.988
2,81,15,90.0,87.13
2,81,16,90.0,87.256
2,81,17,90.0,87.386
2,81,18,90.0,87.524
2,81,19,91.0,87.668
2,82,0,89.0,79.638
2,82,1,89.0,81.052
2,82,2,89.0,82.154
2,82,3,89.0,83.096
2,82,4,89.0,83.804
2,82,5,89.0,84.41
2,82,6,89.0,84.914
2,82,7,89.0,85.362
2,82,8,90.0,85.75
2,82,9,90.0,86.048
2,82,10,90.0,86.322
2,82,11,90.0,86.518
2,82,12,90.0,86.75
2,82,13,91.0,86.92
2,83,0,88.0,79.782
2,83,1,88.0,81.274
2,83,2,88.0,82.294
2,83,3,89.0,83.134
2,83,4,89.0,83.81
2,83,5,89.0,84.364
2,83,6,90.0,84.878
2,83,7,90.0,85.274
2,83,8,90.0,85.604
2,83,9,90.0,85.846
2,83,10,90.0,86.1
2,83,11,90.0,86.378
2,83,12,91.0,86.612
2,84,0,88.0,79.392
2,84,1,88.0,80.82
2,84,2,88.0,81.952
2,84,3,88.0,82.786
2,84,4,88.0,83.494
2,84,5,89.0,84.166
2,84,6,89.0,84.776
2,84,7,91.0,85.248
2,85,0,87.0,79.614
2,85,1,87.0,81.072
2,85,2,89.0,82.19
2,85,3,90.0,83.022
2,85,4,90.0,83.73
2,85,5,90.0,84.298
2,85,6,90.0,84.732
2,85,7,90.0,85.174
2,85,8,90.0,85.53
2,85,9,90.0,85.806
2,85,10,90.0,86.106
2,85,11,90.0,86.366
2,85,12,90.0,86.596
2,85,13,90.0,86.81
2,85,14,90.0,86.988
2,85,15,90.0,87.152
2,85,16,90.0,87.3
2,85,17,91.0,87.436
2,86,0,87.0,79.772
2,86,1,87.0,81.214
2,86,2,88.0,82.3
2,86,3,90.0,83.15
2,86,4,90.0,83.926
2,86,5,90.0,84.566
2,86,6,90.0,85.012
2,86,7,90.0,85.402
2,86,8,90.0,85.8
2,86,9,90.0,86.138
2,86,10,90.0,86.484
2,86,11,90.0,86.734
2,86,12,90.0,86.912
2,86,13,91.0,87.172
2,87,0,87.0,79.72
2,87,1,88.0,81.152
2,87,2,90.0,82.24
2,87,3,90.0,83.078
2,87,4,90.0,83.734
2,87,5,90.0,84.368
2,87,6,90.0,84.828
2,87,7,90.0,85.256
2,87,8,90.0,85.59
2,87,9,90.0,85.88
2,87,10,90.0,86.15
2,87,11,90.0,86.398
2,87,12,90.0,86.636
2,87,13,90.0,86.89
2,87,14,90.0,87.03
2,87,15,90.0,87.214
2,87,16,90.0,87.378
2,87,17,90.0,87.486
2,87,18,90.0,87.594
2,87,19,91.0,87.706
2,88,0,88.0,79.63
2,88,1,88.0,81.248
2,88,2,88.0,82.362
2,88,3,88.0,83.182
2,88,4,89.0,83.87
2,88,5,89.0,84.46
2,88,6,89.0,84.934
2,88,7,90.0,85.34
2,88,8,90.0,85.692
2,88,9,90.0,85.976
2,88,10,90.0,86.25
2,88,11,90.0,86.542
2,88,12,90.0,86.74
2,88,13,90.0,86.904
2,88,14,90.0,87.122
2,88,15,90.0,87.304
2,88,16,90.0,87.444
2,88,17,90.0,87.544
2,88,18,90.0,87.696
2,88,19,90.0,87.814
2,88,20,90.0,87.92
2,88,21,90.0,87.998
2,88,22,90.0,88.072
2,88,23,91.0,88.154
2,89,0,88.0,79.79
2,89,1,88.0,81.2
2,89,2,88.0,82.29
2,89,3,90.0,83.186
2,89,4,90.0,83.868
2,89,5,90.0,84.472
2,89,6,90.0,84.978
2,89,7,90.0,85.398
2,89,8,90.0,85.776
2,89,9,90.0,86.08
2,89,10,91.0,86.396
2,90,0,89.0,79.804
2,90,1,89.0,81.21
2,90,2,89.0,82.242
2,90,3,90.0,83.206
2,90,4,90.0,83.936
2,90,5,90.0,84.512
2,90,6,90.0,84.986
2,90,7,90.0,85.354
2,90,8,90.0,85.698
2,90,9,90.0,86.02
2,90,10,90.0,86.268
2,90,11,91.0,86.458
2,91,0,89.0,79.496
2,91,1,89.0,80.956
2,91,2,89.0,82.066
2,91,3,89.0,82.926
2,91,4,89.0,83.596
2,91,5,89.0,84.234
2,91,6,90.0,84.776
2,91,7,90.0,85.218
2,91,8,90.0,85.576
2,91,9,90.0,85.928
2,91,10,91.0,86.214
2,92,0,87.0,79.798
2,92,1,89.0,81.282
2,92,2,89.0,82.358
2,92,3,89.0,83.144
2,92,4,90.0,83.846
2,92,5,91.0,84.346
2,93,0,87.0,79.624
2,93,1,88.0,81.054
2,93,2,89.0,82.092
2,93,3,89.0,83.03
2,93,4,89.0,83.73
2,93,5,89.0,84.222
2,93,6,89.0,84.69
2,93,7,90.0,85.11
2,93,8,90.0,85.468
2,93,9,90.0,85.82
2,93,10,90.0,86.08
2,93,11,90.0,86.338
2,93,12,90.0,86.538
2,93,13,90.0,86.708
2,93,14,90.0,86.908
2,93,15,90.0,87.052
2,93,16,91.0,87.224
2,94,0,89.0,79.302
2,94,1,89.0,80.714
2,94,2,89.0,81.876
2,94,3,89.0,82.79
2,94,4,90.0,83.564
2,94,5,90.0,84.162
2,94,6,90.0,84.606
2,94,7,90.0,85.086
2,94,8,90.0,85.466
2,94,9,90.0,85.754
2,94,10,90.0,86.018
2,94,11,90.0,86.236
2,94,12,90.0,86.494
2,94,13,90.0,86.698
2,94,14,90.0,86.862
2,94,15,90.0,87.092
2,94,16,90.0,87.274
2,94,17,90.0,87.384
2,94,18,90.0,87.526
2,94,19,90.0,87.662
2,94,20,90.0,87.806
2,94,21,90.0,87.902
2,94,22,90.0,87.982
2,94,23,90.0,88.038
2,94,24,90.0,88.1
2,94,25,90.0,88.148
2,94,26,90.0,88.204
2,94,27,90.0,88.26
2,94,28,90.0,88.316
2,94,29,91.0,88.378
2,95,0,88.0,79.708
2,95,1,88.0,81.142
2,95,2,88.0,82.312
2,95,3,89.0,83.15
2,95,4,90.0,83.762
2,95,5,90.0,84.276
2,95,6,90.0,84.75
2,95,7,90.0,85.138
2,95,8,90.0,85.57
2,95,9,90.0,85.892
2,95,10,90.0,86.172
2,95,11,90.0,86.4
2,95,12,91.0,86.626
2,96,0,89.0,80.052
2,96,1,89.0,81.436
2,96,2,89.0,82.458
2,96,3,89.0,83.24
2,96,4,89.0,83.954
2,96,5,89.0,84.376
2,96,6,89.0,84.876
2,96,7,90.0,85.314
2,96,8,90.0,85.702
2,96,9,90.0,86.026
2,96,10,90.0,86.38
2,96,11,90.0,86.612
2,96,12,90.0,86.832
2,96,13,90.0,86.984
2,96,14,90.0,87.146
2,96,15,91.0,87.29
2,97,0,88.0,79.528
2,97,1,88.0,80.926
2,97,2,89.0,82.2
2,97,3,89.0,83.088
2,97,4,89.0,83.856
2,97,5,89.0,84.358
2,97,6,89.0,84.796
2,97,7,89.0,85.242
2,97,8,89.0,85.624
2,97,9,89.0,85.994
2,97,10,90.0,86.28
2,97,11,90.0,86.492
2,97,12,90.0,86.73
2,97,13,90.0,86.944
2,97,14,90.0,87.046
2,97,15,90.0,87.232
2,97,16,90.0,87.406
2,97,17,90.0,87.536
2,97,18,90.0,87.664
2,97,19,90.0,87.772
2,97,20,90.0,87.89
2,97,21,90.0,87.982
2,97,22,90.0,88.044
2,97,23,90.0,88.128
2,97,24,91.0,88.22
2,98,0,89.0,79.638
2,98,1,89.0,81.036
2,98,2,89.0,82.186
2,98,3,89.0,83.134
2,98,4,89.0,83.864
2,98,5,89.0,84.512
2,98,6,89.0,85.006
2,98,7,90.0,85.438
2,98,8,91.0,85.822
2,99,0,88.0,79.346
2,99,1,88.0,80.892
2,99,2,88.0,81.966
2,99,3,88.0,82.848
2,99,4,90.0,83.576
2,99,5,91.0,84.136
2,100,0,88.0,79.756
2,100,1,88.0,81.166
2,100,2,88.0,82.302
2,100,3,89.0,83.168
2,100,4,89.0,83.856
2,100,5,89.0,84.434
2,100,6,89.0,84.924
2,100,7,89.0,85.334
2,100,8,89.0,85.66
2,100,9,91.0,86.016
3,1,0,88.0,79.518
3,1,1,88.0,81.082
3,1,2,88.0,82.15
3,1,3,88.0,82.918
3,1,4,88.0,83.698
3,1,5,89.0,84.312
3,1,6,89.0,84.804
3,1,7,89.0,85.232
3,1,8,89.0,85.624
3,1,9,89.0,85.986
3,1,10,89.0,86.286
3,1,11,89.0,86.528
3,1,12,90.0,86.804
3,1,13,90.0,86.952
3,1,14,90.0,87.166
3,1,15,90.0,87.308
3,1,16,90.0,87.438
3,1,17,90.0,87.552
3,1,18,90.0,87.68
3,1,19,90.0,87.756
3,1,20,90.0,87.808
3,1,21,90.0,87.884
3,1,22,90.0,87.974
3,1,23,90.0,88.064
3,1,24,91.0,88.144
3,2,0,89.0,79.576
3,2,1,89.0,81.074
3,2,2,89.0,82.188
3,2,3,89.0,82.986
3,2,4,89.0,83.614
3,2,5,89.0,84.164
3,2,6,90.0,84.698
3,2,7,90.0,85.154
3,2,8,90.0,85.548
3,2,9,90.0,85.838
3,2,10,91.0,86.138
3,3,0,88.0,79.802
3,3,1,89.0,81.142
3,3,2,89.0,82.298
3,3,3,89.0,83.074
3,3,4,89.0,83.782
3,3,5,89.0,84.43
3,3,6,89.0,84.886
3,3,7,89.0,85.278
3,3,8,90.0,85.592
3,3,9,90.0,85.958
3,3,10,90.0,86.24
3,3,11,90.0,86.504
3,3,12,90.0,86.702
3,3,13,90.0,86.888
3,3,14,90.0,87.058
3,3,15,90.0,87.176
3,3,16,91.0,87.354
3,4,0,88.0,79.558
3,4,1,88.0,80.986
3,4,2,89.0,82.082
3,4,3,89.0,82.938
3,4,4,89.0,83.666
3,4,5,89.0,84.258
3,4,6,89.0,84.762
3,4,7,89.0,85.216
3,4,8,91.0,85.542
3,5,0,88.0,79.718
3,5,1,88.0,81.142
3,5,2,88.0,82.358
3,5,3,88.0,83.19
3,5,4,89.0,83.828
3,5,5,89.0,84.448
3,5,6,89.0,84.914
3,5,7,89.0,85.292
3,5,8,90.0,85.658
3,5,9,90.0,86.024
3,5,10,90.0,86.274
3,5,11,90.0,86.454
3,5,12,90.0,86.658
3,5,13,90.0,86.856
3,5,14,90.0,87.054
3,5,15,90.0,87.198
3,5,16,90.0,87.326
3,5,17,91.0,87.452
3,6,0,89.0,79.51
3,6,1,89.0,81.082
3,6,2,89.0,82.12
3,6,3,89.0,82.972
3,6,4,89.0,83.692
3,6,5,90.0,84.172
3,6,6,90.0,84.708
3,6,7,90.0,85.064
3,6,8,90.0,85.47
3,6,9,90.0,85.83
3,6,10,90.0,86.134
3,6,11,90.0,86.394
3,6,12,90.0,86.65
3,6,13,90.0,86.818
3,6,14,90.0,86.986
3,6,15,90.0,87.182
3,6,16,90.0,87.294
3,6,17,91.0,87.424
3,7,0,87.0,79.792
3,7,1,88.0,81.268
3,7,2,89.0,82.282
3,7,3,89.0,83.12
3,7,4,90.0,83.812
3,7,5,90.0,84.318
3,7,6,90.0,84.83
3,7,7,90.0,85.186
3,7,8,90.0,85.464
3,7,9,90.0,85.81
3,7,10,90.0,86.086
3,7,11,90.0,86.35
3,7,12,90.0,86.588
3,7,13,90.0,86.79
3,7,14,90.0,86.966
3,7,15,90.0,87.108
3,7,16,91.0,87.256
3,8,0,88.0,79.568
3,8,1,88.0,81.13
3,8,2,88.0,82.186
3,8,3,88.0,83.082
3,8,4,89.0,83.7
3,8,5,89.0,84.28
3,8,6,89.0,84.888
3,8,7,90.0,85.282
3,8,8,90.0,85.636
3,8,9,90.0,86.012
3,8,10,90.0,86.316
3,8,11,90.0,86.536
3,8,12,90.0,86.754
3,8,13,91.0,86.978
3,9,0,89.0,79.454
3,9,1,89.0,81.016
3,9,2,89.0,82.146
3,9,3,89.0,82.92
3,9,4,89.0,83.616
3,9,5,90.0,84.242
3,9,6,90.0,84.672
3,9,7,90.0,85.12
3,9,8,90.0,85.526
3,9,9,90.0,85.856
3,9,10,90.0,86.11
3,9,11,90.0,86.34
3,9,12,90.0,86.616
3,9,13,90.0,86.838
3,9,14,90.0,87.042
3,9,15,90.0,87.2
3,9,16,90.0,87.316
3,9,17,90.0,87.398
3,9,18,91.0,87.508
3,10,0,88.0,79.508
3,10,1,88.0,80.956
3,10,2,88.0,82.09
3,10,3,88.0,82.994
3,10,4,88.0,83.648
3,10,5,89.0,84.282
3,10,6,89.0,84.8
3,10,7,90.0,85.256
3,10,8,90.0,85.654
3,10,9,90.0,85.986
3,10,10,90.0,86.266
3,10,11,90.0,86.516
3,10,12,91.0,86.714
3,11,0,89.0,79.92
3,11,1,89.0,81.384
3,11,2,89.0,82.458
3,11,3,89.0,83.286
3,11,4,89.0,83.984
3,11,5,89.0,84.53
3,11,6,90.0,85.048
3,11,7,90.0,85.434
3,11,8,90.0,85.808
3,11,9,90.0,86.142
3,11,10,90.0,86.4
3,11,11,90.0,86.69
3,11,12,90.0,86.884
3,11,13,90.0,87.07
3,11,14,90.0,87.23
3,11,15,90.0,87.362
3,11,16,90.0,87.444
3,11,17,90.0,87.578
3,11,18,90.0,87.724
3,11,19,90.0,87.844
3,11,20,90.0,87.94
3,11,21,90.0,88.052
3,11,22,90.0,88.124
3,11,23,91.0,88.212
3,12,0,88.0,79.564
3,12,1,88.0,81.078
3,12,2,88.0,82.206
3,12,3,89.0,83.166
3,12,4,90.0,83.742
3,12,5,90.0,84.33
3,12,6,90.0,84.85
3,12,7,90.0,85.28
3,12,8,90.0,85.628
3,12,9,90.0,85.948
3,12,10,90.0,86.226
3,12,11,90.0,86.494
3,12,12,90.0,86.708
3,12,13,90.0,86.912
3,12,14,90.0,87.138
3,12,15,90.0,87.304
3,12,16,90.0,87.442
3,12,17,90.0,87.58
3,12,18,90.0,87.728
3,12,19,90.0,87.81
3,12,20,90.0,87.922
3,12,21,91.0,88.034
3,13,0,88.0,79.858
3,13,1,89.0,81.326
3,13,2,89.0,82.376
3,13,3,90.0,83.2
3,13,4,90.0,83.88
3,13,5,90.0,84.452
3,13,6,90.0,84.882
3,13,7,90.0,85.296
3,13,8,90.0,85.732
3,13,9,90.0,86.04
3,13,10,90.0,86.302
3,13,11,90.0,86.602
3,13,12,90.0,86.854
3,13,13,90.0,87.02
3,13,14,90.0,87.218
3,13,15,90.0,87.37
3,13,16,90.0,87.538
3,13,17,90.0,87.686
3,13,18,91.0,87.784
3,14,0,88.0,79.704
3,14,1,88.0,81.186
3,14,2,88.0,82.31
3,14,3,90.0,83.138
3,14,4,90.0,83.838
3,14,5,90.0,84.408
3,14,6,90.0,84.862
3,14,7,90.0,85.344
3,14,8,90.0,85.758
3,14,9,90.0,86.048
3,14,10,90.0,86.294
3,14,11,90.0,86.506
3,14,12,90.0,86.706
3,14,13,90.0,86.924
3,14,14,90.0,87.098
3,14,15,90.0,87.242
3,14,16,91.0,87.402
3,15,0,88.0,79.548
3,15,1,88.0,81.074
3,15,2,88.0,82.162
3,15,3,89.0,83.056
3,15,4,89.0,83.752
3,15,5,89.0,84.308
3,15,6,89.0,84.842
3,15,7,89.0,85.298
3,15,8,89.0,85.626
3,15,9,89.0,85.954
3,15,10,91.0,86.278
3,16,0,88.0,79.432
3,16,1,88.0,80.988
3,16,2,88.0,82.014
3,16,3,88.0,82.946
3,16,4,89.0,83.694
3,16,5,90.0,84.318
3,16,6,90.0,84.804
3,16,7,90.0,85.228
3,16,8,90.0,85.556
3,16,9,90.0,85.872
3,16,10,90.0,86.162
3,16,11,90.0,86.444
3,16,12,90.0,86.664
3,16,13,90.0,86.918
3,16,14,90.0,87.13
3,16,15,90.0,87.27
3,16,16,91.0,87.426
3,17,0,89.0,79.758
3,17,1,89.0,81.196
3,17,2,89.0,82.444
3,17,3,89.0,83.228
3,17,4,90.0,83.898
3,17,5,90.0,84.402
3,17,6,90.0,84.914
3,17,7,90.0,85.318
3,17,8,90.0,85.684
3,17,9,91.0,86.056
3,18,0,89.0,79.544
3,18,1,90.0,81.17
3,18,2,90.0,82.284
3,18,3,90.0,83.158
3,18,4,90.0,83.874
3,18,5,90.0,84.416
3,18,6,90.0,84.87
3,18,7,90.0,85.358
3,18,8,90.0,85.692
3,18,9,90.0,85.988
3,18,10,90.0,86.258
3,18,11,90.0,86.518
3,18,12,90.0,86.71
3,18,13,90.0,86.918
3,18,14,90.0,87.056
3,18,15,90.0,87.172
3,18,16,90.0,87.378
3,18,17,91.0,87.522
3,19,0,90.0,79.652
3,19,1,90.0,81.164
3,19,2,90.0,82.38
3,19,3,90.0,83.198
3,19,4,90.0,83.876
3,19,5,90.0,84.5
3,19,6,90.0,85.038
3,19,7,91.0,85.486
3,20,0,88.0,79.722
3,20,1,88.0,81.108
3,20,2,89.0,82.228
3,20,3,89.0,83.056
3,20,4,89.0,83.702
3,20,5,89.0,84.296
3,20,6,89.0,84.832
3,20,7,90.0,85.258
3,20,8,90.0,85.606
3,20,9,90.0,85.924
3,20,10,90.0,86.238
3,20,11,90.0,86.474
3,20,12,91.0,86.704
3,21,0,88.0,79.588
3,21,1,88.0,80.956
3,21,2,88.0,82.144
3,21,3,88.0,83.022
3,21,4,90.0,83.72
3,21,5,90.0,84.292
3,21,6,90.0,84.808
3,21,7,90.0,85.242
3,21,8,90.0,85.604
3,21,9,90.0,85.868
3,21,10,90.0,86.1
3,21,11,90.0,86.394
3,21,12,90.0,86.66
3,21,13,90.0,86.866
3,21,14,90.0,87.044
3,21,15,90.0,87.196
3,21,16,90.0,87.344
3,21,17,90.0,87.46
3,21,18,90.0,87.59
3,21,19,90.0,87.74
3,21,20,90.0,87.838
3,21,21,91.0,87.922
3,22,0,89.0,79.798
3,22,1,89.0,81.134
3,22,2,89.0,82.08
3,22,3,90.0,82.948
3,22,4,90.0,83.596
3,22,5,90.0,84.164
3,22,6,90.0,84.672
3,22,7,90.0,85.098
3,22,8,90.0,85.55
3,22,9,90.0,85.918
3,22,10,90.0,86.224
3,22,11,90.0,86.45
3,22,12,90.0,86.66
3,22,13,90.0,86.81
3,22,14,90.0,86.96
3,22,15,90.0,87.128
3,22,16,90.0,87.266
3,22,17,90.0,87.458
3,22,18,90.0,87.58
3,22,19,90.0,87.696
3,22,20,90.0,87.79
3,22,21,90.0,87.852
3,22,22,91.0,87.97
3,23,0,88.0,79.698
3,23,1,88.0,81.016
3,23,2,89.0,82.078
3,23,3,90.0,82.968
3,23,4,90.0,83.716
3,23,5,90.0,84.368
3,23,6,90.0,84.81
3,23,7,90.0,85.23
3,23,8,90.0,85.612
3,23,9,90.0,85.918
3,23,10,90.0,86.216
3,23,11,90.0,86.468
3,23,12,90.0,86.714
3,23,13,90.0,86.942
3,23,14,90.0,87.112
3,23,15,90.0,87.3
3,23,16,90.0,87.438
3,23,17,90.0,87.586
3,23,18,90.0,87.676
3,23,19,91.0,87.804
3,24,0,87.0,79.564
3,24,1,88.0,81.012
3,24,2,88.0,82.048
3,24,3,89.0,82.912
3,24,4,89.0,83.618
3,24,5,89.0,84.162
3,24,6,89.0,84.69
3,24,7,89.0,85.2
3,24,8,90.0,85.644
3,24,9,90.0,85.964
3,24,10,90.0,86.242
3,24,11,90.0,86.498
3,24,12,90.0,86.752
3,24,13,90.0,86.942
3,24,14,90.0,87.118
3,24,15,90.0,87.24
3,24,16,90.0,87.39
3,24,17,90.0,87.51
3,24,18,90.0,87.61
3,24,19,90.0,87.696
3,24,20,90.0,87.804
3,24,21,90.0,87.9
3,24,22,90.0,88.0
3,24,23,90.0,88.064
3,24,24,91.0,88.13
3,25,0,87.0,79.562
3,25,1,87.0,80.904
3,25,2,88.0,82.104
3,25,3,89.0,83.008
3,25,4,89.0,83.664
3,25,5,89.0,84.198
3,25,6,90.0,84.764
3,25,7,90.0,85.19
3,25,8,90.0,85.474
3,25,9,90.0,85.756
3,25,10,90.0,86.056
3,25,11,90.0,86.312
3,25,12,90.0,86.552
3,25,13,90.0,86.796
3,25,14,90.0,86.958
3,25,15,90.0,87.144
3,25,16,90.0,87.282
3,25,17,90.0,87.384
3,25,18,90.0,87.528
3,25,19,90.0,87.646
3,25,20,90.0,87.782
3,25,21,90.0,87.872
3,25,22,90.0,87.992
3,25,23,91.0,88.072
3,26,0,88.0,79.66
3,26,1,89.0,81.034
3,26,2,89.0,81.984
3,26,3,89.0,82.936
3,26,4,89.0,83.64
3,26,5,89.0,84.16
3,26,6,89.0,84.704
3,26,7,90.0,85.128
3,26,8,90.0,85.524
3,26,9,90.0,85.902
3,26,10,90.0,86.2
3,26,11,90.0,86.482
3,26,12,91.0,86.73
3,27,0,88.0,79.656
3,27,1,88.0,80.996
3,27,2,89.0,82.196
3,27,3,89.0,82.984
3,27,4,89.0,83.736
3,27,5,89.0,84.446
3,27,6,90.0,84.944
3,27,7,90.0,85.31
3,27,8,90.0,85.714
3,27,9,90.0,86.066
3,27,10,90.0,86.346
3,27,11,90.0,86.588
3,27,12,91.0,86.838
3,28,0,89.0,79.524
3,28,1,89.0,80.9
3,28,2,89.0,82.054
3,28,3,89.0,82.844
3,28,4,90.0,83.65
3,28,5,90.0,84.21
3,28,6,90.0,84.71
3,28,7,90.0,85.132
3,28,8,90.0,85.56
3,28,9,90.0,85.924
3,28,10,91.0,86.24
3,29,0,88.0,79.774
3,29,1,89.0,81.318
3,29,2,89.0,82.366
3,29,3,89.0,83.222
3,29,4,89.0,83.936
3,29,5,89.0,84.544
3,29,6,89.0,85.062
3,29,7,89.0,85.502
3,29,8,90.0,85.862
3,29,9,90.0,86.176
3,29,10,90.0,86.432
3,29,11,90.0,86.642
3,29,12,90.0,86.86
3,29,13,90.0,87.052
3,29,14,90.0,87.248
3,29,15,90.0,87.394
3,29,16,90.0,87.506
3,29,17,90.0,87.62
3,29,18,90.0,87.744
3,29,19,90.0,87.844
3,29,20,90.0,87.932
3,29,21,90.0,88.01
3,29,22,90.0,88.096
3,29,23,90.0,88.192
3,29,24,91.0,88.278
3,30,0,88.0,79.566
3,30,1,88.0,80.844
3,30,2,88.0,81.97
3,30,3,88.0,82.866
3,30,4,89.0,83.638
3,30,5,89.0,84.258
3,30,6,89.0,84.688
3,30,7,91.0,85.138
3,31,0,89.0,79.462
3,31,1,89.0,80.858
3,31,2,89.0,81.982
3,31,3,89.0,82.84
3,31,4,89.0,83.462
3,31,5,89.0,83.982
